"USER_ID"	"Party"	"Age_group"	"NumSurveyAns"	"Gender"	"Income"	"HouseholdStatus"	"EducationLevel"	"Q109244"	"Q115611"	"Q98197"	"Q113181"	"Q98869"	"Q101163"	"Q99480"	"Q105840"	"Q116881"	"Q120379"	"Q120472"	"Q106272"	"Q115899"	"Q119851"	"Q121699"	"Q110740"
5837	"Democrat"	"(44,64]"	42	"Male"	"under $25,000"	"Single (no kids)"	"Bachelor's Degree"	"No"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"Art"	"Yes"	"Circumstances"	"No"	"No"	"PC"
5838	"Republican"	"(0,18]"	85	"Male"	"over $150,000"	"Single (no kids)"	"Current K-12"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"No"	"Right"	"No"	"Science"	"Yes"	"Circumstances"	"dnr"	"dnr"	"PC"
5839	"Democrat"	"(44,64]"	46	"Female"	"$75,000 - $100,000"	"Married (w/kids)"	"Master's Degree"	"dnr"	"No"	"Yes"	"dnr"	"Yes"	"Dad"	"No"	"Yes"	"dnr"	"dnr"	"dnr"	"Yes"	"Circumstances"	"dnr"	"dnr"	"Mac"
5840	"Republican"	"(18,44]"	101	"Female"	"$50,000 - $74,999"	"Single (no kids)"	"Master's Degree"	"Yes"	"No"	"No"	"No"	"Yes"	"Mom"	"Yes"	"Yes"	"Happy"	"Yes"	"Science"	"No"	"Me"	"No"	"Yes"	"PC"
5841	"Republican"	"(44,64]"	101	"Female"	"$50,000 - $74,999"	"Married (w/kids)"	"Associate's Degree"	"Yes"	"No"	"No"	"No"	"Yes"	"Dad"	"Yes"	"No"	"Happy"	"No"	"Science"	"Yes"	"Circumstances"	"No"	"No"	"PC"
5842	"Republican"	"(0,18]"	73	"Male"	"dnr"	"Single (no kids)"	"Current K-12"	"No"	"Yes"	"dnr"	"Yes"	"dnr"	"Dad"	"Yes"	"dnr"	"Happy"	"Yes"	"Science"	"dnr"	"Me"	"Yes"	"No"	"dnr"
5845	"Democrat"	"(18,44]"	99	"Male"	"dnr"	"Single (no kids)"	"Current Undergraduate"	"Yes"	"No"	"No"	"No"	"No"	"Dad"	"No"	"No"	"Happy"	"No"	"Science"	"No"	"Me"	"No"	"Yes"	"Mac"
5846	"Democrat"	"(18,44]"	42	"Male"	"$25,001 - $50,000"	"Single (no kids)"	"Bachelor's Degree"	"No"	"dnr"	"dnr"	"Yes"	"dnr"	"Dad"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"No"	"dnr"	"dnr"
5848	"Republican"	"(18,44]"	48	"dnr"	"under $25,000"	"Single (no kids)"	"Current K-12"	"No"	"No"	"No"	"No"	"dnr"	"Dad"	"dnr"	"Yes"	"dnr"	"Yes"	"Science"	"Yes"	"Me"	"Yes"	"Yes"	"dnr"
5849	"Republican"	"(18,44]"	89	"Male"	"dnr"	"Married (w/kids)"	"dnr"	"No"	"Yes"	"No"	"No"	"Yes"	"Mom"	"dnr"	"Yes"	"dnr"	"No"	"Science"	"Yes"	"Circumstances"	"No"	"Yes"	"PC"
5850	"Democrat"	"(18,44]"	16	"Female"	"dnr"	"dnr"	"Master's Degree"	"Yes"	"dnr"	"No"	"dnr"	"dnr"	"Mom"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"PC"
5851	"Republican"	"(18,44]"	99	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"No"	"No"	"No"	"Yes"	"Mom"	"Yes"	"No"	"Right"	"Yes"	"Science"	"Yes"	"Circumstances"	"No"	"No"	"PC"
5853	"Democrat"	"(64,90]"	61	"Male"	"$25,001 - $50,000"	"Married (no kids)"	"Bachelor's Degree"	"dnr"	"Yes"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"dnr"	"Happy"	"No"	"Science"	"dnr"	"Me"	"dnr"	"Yes"	"dnr"
5854	"Democrat"	"(18,44]"	93	"Female"	"$75,000 - $100,000"	"Single (no kids)"	"Current Undergraduate"	"Yes"	"Yes"	"No"	"No"	"No"	"Dad"	"No"	"No"	"Right"	"No"	"Art"	"No"	"Circumstances"	"Yes"	"Yes"	"PC"
5855	"Republican"	"(44,64]"	82	"Male"	"$100,001 - $150,000"	"Married (w/kids)"	"Master's Degree"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"dnr"	"Yes"	"dnr"	"Right"	"Yes"	"Art"	"Yes"	"Me"	"Yes"	"No"	"Mac"
5856	"Republican"	"(18,44]"	9	"Male"	"dnr"	"Single (no kids)"	"Current K-12"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"PC"
5857	"Democrat"	"(44,64]"	11	"Female"	"$100,001 - $150,000"	"Married (w/kids)"	"Bachelor's Degree"	"dnr"	"Yes"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
5858	"Democrat"	"(18,44]"	91	"Male"	"under $25,000"	"Single (no kids)"	"Associate's Degree"	"No"	"Yes"	"Yes"	"Yes"	"dnr"	"Mom"	"Yes"	"No"	"Happy"	"No"	"Art"	"Yes"	"Me"	"No"	"Yes"	"Mac"
5859	"Democrat"	"(18,44]"	45	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"No"	"dnr"	"Yes"	"Dad"	"No"	"No"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"PC"
5860	"Republican"	"(18,44]"	101	"Male"	"$25,001 - $50,000"	"Married (w/kids)"	"Bachelor's Degree"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"No"	"Right"	"No"	"Science"	"Yes"	"Me"	"Yes"	"No"	"PC"
5862	"Republican"	"(18,44]"	63	"Female"	"dnr"	"Single (no kids)"	"Current K-12"	"dnr"	"No"	"Yes"	"Yes"	"Yes"	"dnr"	"Yes"	"dnr"	"Happy"	"Yes"	"Science"	"dnr"	"Me"	"Yes"	"No"	"Mac"
5863	"Republican"	"(18,44]"	32	"Male"	"dnr"	"dnr"	"Current K-12"	"No"	"No"	"dnr"	"dnr"	"No"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"PC"
5864	"Republican"	"(0,18]"	98	"Male"	"$25,001 - $50,000"	"Married (w/kids)"	"Doctoral Degree"	"No"	"No"	"No"	"No"	"Yes"	"Mom"	"No"	"No"	"Happy"	"dnr"	"Science"	"Yes"	"Me"	"Yes"	"No"	"PC"
5865	"Democrat"	"(0,18]"	32	"Male"	"$25,001 - $50,000"	"dnr"	"dnr"	"Yes"	"dnr"	"Yes"	"Yes"	"dnr"	"Mom"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"
5867	"Democrat"	"(18,44]"	71	"Female"	"over $150,000"	"dnr"	"Current K-12"	"No"	"No"	"dnr"	"No"	"dnr"	"Dad"	"No"	"dnr"	"Happy"	"Yes"	"Science"	"dnr"	"dnr"	"No"	"Yes"	"Mac"
5869	"Republican"	"(18,44]"	86	"Male"	"$25,001 - $50,000"	"Married (w/kids)"	"Bachelor's Degree"	"No"	"No"	"No"	"No"	"Yes"	"Mom"	"Yes"	"Yes"	"dnr"	"Yes"	"Science"	"Yes"	"Me"	"No"	"Yes"	"PC"
5870	"Republican"	"(18,44]"	16	"Female"	"dnr"	"dnr"	"Current K-12"	"No"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"PC"
5871	"Republican"	"(64,90]"	81	"Female"	"dnr"	"Married (no kids)"	"Associate's Degree"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"Yes"	"Happy"	"dnr"	"dnr"	"No"	"Me"	"No"	"Yes"	"PC"
5872	"Republican"	"(18,44]"	91	"Female"	"$75,000 - $100,000"	"Married (w/kids)"	"Bachelor's Degree"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"No"	"Happy"	"No"	"Science"	"Yes"	"Me"	"No"	"Yes"	"PC"
5873	"Republican"	"(18,44]"	95	"Male"	"dnr"	"dnr"	"dnr"	"No"	"Yes"	"No"	"No"	"No"	"Dad"	"No"	"Yes"	"Right"	"Yes"	"Science"	"Yes"	"Me"	"Yes"	"No"	"Mac"
5874	"Democrat"	"(18,44]"	35	"Male"	"dnr"	"dnr"	"Current K-12"	"No"	"No"	"No"	"No"	"Yes"	"Mom"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
5875	"Republican"	"(44,64]"	42	"Male"	"$100,001 - $150,000"	"Married (w/kids)"	"Master's Degree"	"No"	"No"	"No"	"dnr"	"Yes"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"No"	"Me"	"dnr"	"dnr"	"Mac"
5876	"Republican"	"(0,18]"	14	"dnr"	"over $150,000"	"dnr"	"Current K-12"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Happy"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"
5878	"Republican"	"(44,64]"	16	"Female"	"$100,001 - $150,000"	"Married (no kids)"	"High School Diploma"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"
5879	"Republican"	"(18,44]"	101	"Male"	"under $25,000"	"Domestic Partners (no kids)"	"High School Diploma"	"No"	"No"	"No"	"No"	"No"	"Mom"	"Yes"	"Yes"	"Happy"	"No"	"Science"	"No"	"Me"	"No"	"Yes"	"PC"
5881	"Democrat"	"(18,44]"	97	"Male"	"dnr"	"Single (no kids)"	"Current K-12"	"Yes"	"No"	"No"	"No"	"Yes"	"Dad"	"No"	"No"	"Right"	"Yes"	"Art"	"No"	"Circumstances"	"Yes"	"No"	"dnr"
5882	"Republican"	"(44,64]"	57	"Male"	"$100,001 - $150,000"	"dnr"	"Master's Degree"	"No"	"dnr"	"dnr"	"Yes"	"dnr"	"Dad"	"dnr"	"dnr"	"dnr"	"Yes"	"Art"	"dnr"	"dnr"	"dnr"	"Yes"	"PC"
5885	"Democrat"	"(18,44]"	91	"Female"	"$50,000 - $74,999"	"Married (no kids)"	"High School Diploma"	"dnr"	"No"	"No"	"No"	"No"	"Dad"	"Yes"	"No"	"dnr"	"Yes"	"dnr"	"No"	"Circumstances"	"Yes"	"Yes"	"PC"
5886	"Democrat"	"(18,44]"	26	"Male"	"$50,000 - $74,999"	"Single (no kids)"	"High School Diploma"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Right"	"Yes"	"dnr"	"dnr"	"dnr"	"Yes"	"No"	"dnr"
5887	"Democrat"	"(18,44]"	94	"Female"	"$75,000 - $100,000"	"Married (w/kids)"	"Bachelor's Degree"	"Yes"	"No"	"No"	"No"	"Yes"	"Dad"	"Yes"	"Yes"	"Happy"	"Yes"	"Science"	"Yes"	"Circumstances"	"Yes"	"Yes"	"Mac"
5888	"Democrat"	"(0,18]"	8	"Male"	"over $150,000"	"Single (no kids)"	"Current K-12"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
5889	"Democrat"	"(18,44]"	100	"Male"	"over $150,000"	"Single (no kids)"	"Current K-12"	"No"	"Yes"	"Yes"	"No"	"Yes"	"Dad"	"Yes"	"No"	"Happy"	"No"	"Science"	"Yes"	"Me"	"No"	"No"	"PC"
5890	"Republican"	"(0,18]"	100	"Male"	"over $150,000"	"Single (no kids)"	"Doctoral Degree"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Mom"	"No"	"No"	"Right"	"No"	"Art"	"No"	"Me"	"Yes"	"No"	"PC"
5891	"Democrat"	"(18,44]"	86	"Male"	"dnr"	"Domestic Partners (w/kids)"	"Current K-12"	"No"	"No"	"No"	"No"	"Yes"	"Dad"	"Yes"	"No"	"Happy"	"No"	"Science"	"Yes"	"Me"	"Yes"	"No"	"Mac"
5892	"Democrat"	"(0,18]"	74	"Female"	"over $150,000"	"Single (no kids)"	"Current K-12"	"Yes"	"No"	"No"	"No"	"No"	"Dad"	"Yes"	"Yes"	"Happy"	"dnr"	"dnr"	"No"	"Me"	"dnr"	"dnr"	"PC"
5893	"Republican"	"(18,44]"	100	"Male"	"dnr"	"Single (no kids)"	"dnr"	"No"	"No"	"Yes"	"No"	"No"	"Mom"	"Yes"	"No"	"Happy"	"No"	"Science"	"No"	"Me"	"No"	"Yes"	"PC"
5894	"Republican"	"(44,64]"	72	"Female"	"$50,000 - $74,999"	"Married (w/kids)"	"Bachelor's Degree"	"No"	"No"	"No"	"No"	"No"	"Mom"	"Yes"	"No"	"Happy"	"dnr"	"dnr"	"Yes"	"Circumstances"	"dnr"	"dnr"	"PC"
5895	"Democrat"	"(18,44]"	36	"Male"	"under $25,000"	"Single (no kids)"	"Current K-12"	"dnr"	"dnr"	"Yes"	"dnr"	"Yes"	"Dad"	"No"	"No"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"
5896	"Democrat"	"(44,64]"	100	"Female"	"$100,001 - $150,000"	"Married (w/kids)"	"Bachelor's Degree"	"No"	"Yes"	"No"	"No"	"Yes"	"Dad"	"Yes"	"Yes"	"Happy"	"No"	"Art"	"Yes"	"Circumstances"	"dnr"	"Yes"	"Mac"
5897	"Democrat"	"(18,44]"	100	"Female"	"$100,001 - $150,000"	"dnr"	"Current K-12"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"Yes"	"Happy"	"Yes"	"Science"	"Yes"	"Me"	"No"	"No"	"Mac"
5898	"Democrat"	"(18,44]"	27	"Male"	"dnr"	"Single (no kids)"	"Current Undergraduate"	"Yes"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Circumstances"	"dnr"	"dnr"	"PC"
5899	"Republican"	"(44,64]"	95	"Male"	"$50,000 - $74,999"	"Married (w/kids)"	"Master's Degree"	"No"	"Yes"	"Yes"	"No"	"Yes"	"Dad"	"Yes"	"No"	"Happy"	"Yes"	"Science"	"Yes"	"Circumstances"	"No"	"Yes"	"PC"
5900	"Democrat"	"(18,44]"	21	"Male"	"under $25,000"	"Single (no kids)"	"Bachelor's Degree"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Mom"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Mac"
5901	"Democrat"	"(44,64]"	42	"Female"	"$100,001 - $150,000"	"Married (w/kids)"	"Master's Degree"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Happy"	"Yes"	"Art"	"dnr"	"Circumstances"	"Yes"	"Yes"	"dnr"
5902	"Democrat"	"(18,44]"	23	"Female"	"$50,000 - $74,999"	"Single (no kids)"	"High School Diploma"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"Dad"	"Yes"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"
5904	"Republican"	"(44,64]"	20	"Female"	"$75,000 - $100,000"	"Single (no kids)"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"Yes"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
5905	"Republican"	"(18,44]"	83	"Female"	"$50,000 - $74,999"	"Married (w/kids)"	"Bachelor's Degree"	"No"	"Yes"	"Yes"	"Yes"	"dnr"	"Mom"	"Yes"	"No"	"dnr"	"dnr"	"Science"	"Yes"	"Circumstances"	"Yes"	"No"	"PC"
5906	"Democrat"	"(18,44]"	83	"Female"	"$50,000 - $74,999"	"dnr"	"Current K-12"	"Yes"	"Yes"	"No"	"No"	"dnr"	"Mom"	"Yes"	"No"	"Right"	"No"	"Art"	"Yes"	"Me"	"Yes"	"Yes"	"PC"
5907	"Democrat"	"(18,44]"	47	"Female"	"$50,000 - $74,999"	"Married (w/kids)"	"Master's Degree"	"dnr"	"No"	"Yes"	"Yes"	"Yes"	"Dad"	"No"	"Yes"	"dnr"	"dnr"	"dnr"	"Yes"	"Circumstances"	"dnr"	"dnr"	"dnr"
5908	"Republican"	"(18,44]"	16	"Female"	"$50,000 - $74,999"	"Married (no kids)"	"High School Diploma"	"dnr"	"dnr"	"Yes"	"dnr"	"Yes"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
5909	"Democrat"	"(18,44]"	100	"Male"	"under $25,000"	"Single (no kids)"	"Bachelor's Degree"	"No"	"No"	"No"	"No"	"No"	"Dad"	"No"	"No"	"Right"	"Yes"	"Science"	"No"	"Circumstances"	"Yes"	"Yes"	"Mac"
5910	"Republican"	"(18,44]"	11	"Female"	"$100,001 - $150,000"	"Domestic Partners (no kids)"	"Master's Degree"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
5913	"Republican"	"(0,18]"	8	"Male"	"$25,001 - $50,000"	"Single (no kids)"	"Current K-12"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"PC"
5914	"Republican"	"(18,44]"	48	"Male"	"under $25,000"	"Single (no kids)"	"Current K-12"	"No"	"dnr"	"No"	"dnr"	"No"	"Mom"	"No"	"No"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"Mac"
5915	"Democrat"	"(44,64]"	60	"Male"	"$50,000 - $74,999"	"dnr"	"Master's Degree"	"dnr"	"No"	"dnr"	"dnr"	"Yes"	"Mom"	"Yes"	"No"	"Happy"	"dnr"	"dnr"	"Yes"	"dnr"	"Yes"	"dnr"	"Mac"
5916	"Republican"	"(18,44]"	50	"Male"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"Right"	"No"	"Science"	"dnr"	"Me"	"No"	"Yes"	"dnr"
5918	"Republican"	"(18,44]"	99	"Male"	"under $25,000"	"dnr"	"Current Undergraduate"	"No"	"No"	"Yes"	"Yes"	"dnr"	"Mom"	"dnr"	"No"	"Happy"	"Yes"	"Science"	"No"	"Circumstances"	"No"	"Yes"	"PC"
5919	"Democrat"	"(18,44]"	10	"Female"	"over $150,000"	"Single (no kids)"	"Current K-12"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
5920	"Democrat"	"(18,44]"	17	"Female"	"$50,000 - $74,999"	"Married (w/kids)"	"Associate's Degree"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"Science"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"
5921	"Democrat"	"(44,64]"	101	"Male"	"over $150,000"	"Married (w/kids)"	"Master's Degree"	"No"	"Yes"	"No"	"No"	"Yes"	"Dad"	"Yes"	"No"	"Right"	"No"	"Science"	"Yes"	"Me"	"Yes"	"No"	"Mac"
5922	"Republican"	"(18,44]"	94	"Female"	"$100,001 - $150,000"	"Married (no kids)"	"Master's Degree"	"No"	"Yes"	"dnr"	"Yes"	"Yes"	"Mom"	"Yes"	"Yes"	"Happy"	"Yes"	"Art"	"Yes"	"Me"	"No"	"Yes"	"Mac"
5923	"Democrat"	"(18,44]"	78	"Male"	"under $25,000"	"Married (w/kids)"	"Bachelor's Degree"	"Yes"	"No"	"Yes"	"Yes"	"Yes"	"Mom"	"Yes"	"No"	"dnr"	"No"	"Art"	"Yes"	"Circumstances"	"Yes"	"Yes"	"PC"
5925	"Republican"	"(64,90]"	1	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
5926	"Republican"	"(18,44]"	63	"dnr"	"over $150,000"	"Married (no kids)"	"Bachelor's Degree"	"No"	"dnr"	"Yes"	"dnr"	"Yes"	"Dad"	"Yes"	"No"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"PC"
5927	"Republican"	"(0,18]"	17	"Female"	"under $25,000"	"Single (no kids)"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"Yes"	"dnr"	"Happy"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"
5928	"Democrat"	"(18,44]"	100	"Male"	"dnr"	"dnr"	"dnr"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Mom"	"Yes"	"Yes"	"Happy"	"No"	"Art"	"Yes"	"Me"	"No"	"Yes"	"PC"
5929	"Republican"	"(18,44]"	100	"Male"	"$25,001 - $50,000"	"Married (w/kids)"	"Associate's Degree"	"No"	"Yes"	"No"	"No"	"Yes"	"Mom"	"Yes"	"No"	"Right"	"No"	"Science"	"Yes"	"Me"	"No"	"Yes"	"PC"
5930	"Republican"	"(18,44]"	23	"Male"	"dnr"	"dnr"	"Current K-12"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Me"	"dnr"	"dnr"	"PC"
5931	"Republican"	"(44,64]"	83	"Male"	"$75,000 - $100,000"	"Married (w/kids)"	"Associate's Degree"	"No"	"Yes"	"No"	"No"	"Yes"	"Dad"	"Yes"	"No"	"Right"	"dnr"	"dnr"	"Yes"	"Me"	"No"	"dnr"	"PC"
5932	"Republican"	"(18,44]"	37	"Male"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"Yes"	"dnr"	"No"	"dnr"	"dnr"	"Yes"	"Science"	"dnr"	"dnr"	"No"	"No"	"dnr"
5935	"Democrat"	"(18,44]"	82	"Male"	"dnr"	"dnr"	"Current Undergraduate"	"Yes"	"Yes"	"No"	"No"	"No"	"dnr"	"dnr"	"No"	"Right"	"Yes"	"Art"	"Yes"	"Circumstances"	"No"	"Yes"	"PC"
5936	"Democrat"	"(18,44]"	100	"Female"	"$25,001 - $50,000"	"Single (w/kids)"	"Current Undergraduate"	"Yes"	"No"	"No"	"No"	"Yes"	"Mom"	"Yes"	"Yes"	"Happy"	"Yes"	"Science"	"Yes"	"Circumstances"	"No"	"Yes"	"Mac"
5937	"Republican"	"(18,44]"	19	"Male"	"over $150,000"	"Married (w/kids)"	"Master's Degree"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"
5938	"Democrat"	"(18,44]"	28	"dnr"	"dnr"	"dnr"	"Current K-12"	"dnr"	"dnr"	"Yes"	"dnr"	"Yes"	"Mom"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Mac"
5939	"Democrat"	"(0,18]"	38	"Female"	"$100,001 - $150,000"	"Single (no kids)"	"Current K-12"	"dnr"	"No"	"No"	"dnr"	"Yes"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"
5940	"Republican"	"(18,44]"	99	"Male"	"$75,000 - $100,000"	"Married (w/kids)"	"Master's Degree"	"No"	"No"	"Yes"	"Yes"	"Yes"	"dnr"	"Yes"	"No"	"Right"	"Yes"	"Science"	"Yes"	"Me"	"No"	"Yes"	"PC"
5942	"Republican"	"(18,44]"	0	"Male"	"dnr"	"dnr"	"Current K-12"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
5943	"Democrat"	"(18,44]"	24	"Male"	"$75,000 - $100,000"	"Married (w/kids)"	"Bachelor's Degree"	"dnr"	"Yes"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"Me"	"Yes"	"Yes"	"dnr"
5944	"Republican"	"(18,44]"	91	"Female"	"$50,000 - $74,999"	"Married (no kids)"	"Bachelor's Degree"	"No"	"dnr"	"No"	"No"	"Yes"	"Dad"	"No"	"No"	"Happy"	"Yes"	"dnr"	"Yes"	"Circumstances"	"No"	"Yes"	"Mac"
5945	"Democrat"	"(18,44]"	95	"Male"	"$75,000 - $100,000"	"Married (w/kids)"	"Current K-12"	"No"	"Yes"	"dnr"	"No"	"Yes"	"Dad"	"Yes"	"No"	"Happy"	"Yes"	"Science"	"Yes"	"Me"	"No"	"No"	"PC"
5946	"Republican"	"(64,90]"	26	"dnr"	"dnr"	"Married (no kids)"	"Master's Degree"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"Dad"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Mac"
5947	"Democrat"	"(18,44]"	28	"Female"	"$100,001 - $150,000"	"Domestic Partners (no kids)"	"Master's Degree"	"Yes"	"dnr"	"No"	"dnr"	"Yes"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"
5949	"Republican"	"(18,44]"	65	"Male"	"dnr"	"dnr"	"Current K-12"	"No"	"dnr"	"dnr"	"Yes"	"Yes"	"Dad"	"Yes"	"dnr"	"dnr"	"No"	"Art"	"dnr"	"dnr"	"No"	"Yes"	"Mac"
5950	"Democrat"	"(44,64]"	34	"Male"	"over $150,000"	"Married (w/kids)"	"Bachelor's Degree"	"dnr"	"No"	"No"	"No"	"dnr"	"dnr"	"No"	"dnr"	"Right"	"dnr"	"dnr"	"dnr"	"Me"	"dnr"	"dnr"	"dnr"
5951	"Democrat"	"(18,44]"	63	"Male"	"$50,000 - $74,999"	"Single (no kids)"	"Current K-12"	"No"	"dnr"	"No"	"dnr"	"Yes"	"Dad"	"No"	"No"	"dnr"	"dnr"	"dnr"	"No"	"Me"	"dnr"	"No"	"PC"
5952	"Republican"	"(18,44]"	31	"Male"	"$100,001 - $150,000"	"Single (no kids)"	"Current K-12"	"No"	"dnr"	"No"	"dnr"	"No"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"PC"
5953	"Democrat"	"(44,64]"	35	"Male"	"dnr"	"Married (no kids)"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"Right"	"dnr"	"dnr"	"dnr"	"Circumstances"	"dnr"	"dnr"	"dnr"
