"USER_ID"	"Party"	"NumSurveyAns"	"YOB"	"Gender"	"Income"	"HouseholdStatus"	"EducationLevel"	"Q109244"	"Q115611"	"Q98197"	"Q113181"	"Q98869"	"Q101163"	"Q99480"	"Q105840"	"Q116881"	"Q120379"	"Q120472"	"Q106272"	"Q115899"	"Q119851"	"Q121699"	"Q110740"	"Q106042"	"Q101596"	"Q102089"	"Q100680"	"Q115195"	"Q122771"	"Q108855"	"Q112478"	"Q107869"	"Q120014"	"Q99716"	"Q118892"	"Q108342"	"Q115390"	"Q106388"	"Q120012"	"Q118232"	"Q100689"	"Q113583"	"Q106389"	"Q98078"	"Q124122"	"Q118237"	"Q96024"	"Q116953"
5128	"Democrat"	101	1990	"Male"	"$25,001 - $50,000"	"Single (no kids)"	"Associate's Degree"	"No"	"No"	"No"	"No"	"Yes"	"Mom"	"Yes"	"No"	"Happy"	"Yes"	"Science"	"Yes"	"Me"	"No"	"Yes"	"PC"	"No"	"No"	"Own"	"No"	"No"	"Public"	"Umm..."	"Yes"	"No"	"Yes"	"No"	"Yes"	"In-person"	"Yes"	"No"	"No"	"Pragmatist"	"No"	"Tunes"	"No"	"No"	"Yes"	"No"	"No"	"No"
5129	"Republican"	62	1999	"Male"	"$50,000 - $74,999"	"Single (no kids)"	"Current K-12"	"No"	"dnr"	"dnr"	"Yes"	"dnr"	"Dad"	"Yes"	"No"	"Happy"	"Yes"	"Art"	"dnr"	"Me"	"No"	"No"	"dnr"	"No"	"dnr"	"Own"	"No"	"dnr"	"Private"	"dnr"	"dnr"	"No"	"Yes"	"No"	"Yes"	"In-person"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"No"	"dnr"	"No"	"No"	"Yes"	"Yes"
5132	"Republican"	47	2000	"Female"	"under $25,000"	"Single (no kids)"	"Current K-12"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Right"	"Yes"	"Science"	"dnr"	"Me"	"No"	"No"	"PC"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes!"	"dnr"	"Yes"	"No"	"dnr"	"No"	"In-person"	"dnr"	"dnr"	"Yes"	"Idealist"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"Yes"
5133	"Democrat"	28	1983	"Female"	"$75,000 - $100,000"	"Married (no kids)"	"Bachelor's Degree"	"dnr"	"No"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"Science"	"dnr"	"dnr"	"No"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"No"	"dnr"	"dnr"	"Talk"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
5135	"Republican"	87	1976	"Female"	"$25,001 - $50,000"	"Single (no kids)"	"Bachelor's Degree"	"dnr"	"No"	"No"	"No"	"dnr"	"dnr"	"Yes"	"No"	"Happy"	"No"	"Science"	"Yes"	"Me"	"No"	"Yes"	"PC"	"Yes"	"Yes"	"Own"	"Yes"	"Yes"	"Public"	"Umm..."	"No"	"No"	"dnr"	"No"	"Yes"	"dnr"	"No"	"No"	"dnr"	"dnr"	"No"	"Tunes"	"No"	"No"	"No"	"No"	"Yes"	"No"
5136	"Democrat"	33	1988	"Female"	"$75,000 - $100,000"	"Married (no kids)"	"Master's Degree"	"dnr"	"dnr"	"dnr"	"No"	"No"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"Mac"	"Yes"	"No"	"Rent"	"dnr"	"dnr"	"Public"	"dnr"	"No"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
5137	"Republican"	100	1980	"Male"	"$25,001 - $50,000"	"Single (w/kids)"	"High School Diploma"	"No"	"No"	"dnr"	"No"	"Yes"	"Dad"	"Yes"	"Yes"	"Happy"	"No"	"Art"	"No"	"Circumstances"	"Yes"	"Yes"	"PC"	"Yes"	"No"	"Own"	"No"	"Yes"	"Private"	"Yes!"	"Yes"	"No"	"No"	"No"	"Yes"	"In-person"	"Yes"	"No"	"Yes"	"Idealist"	"Yes"	"Talk"	"No"	"No"	"Yes"	"No"	"Yes"	"Yes"
5138	"Republican"	75	1982	"Female"	"$75,000 - $100,000"	"Married (no kids)"	"High School Diploma"	"No"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"Yes"	"Yes"	"dnr"	"dnr"	"Science"	"Yes"	"Circumstances"	"Yes"	"Yes"	"dnr"	"Yes"	"No"	"Own"	"Yes"	"No"	"Public"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"Yes"	"Online"	"Yes"	"No"	"dnr"	"dnr"	"Yes"	"Tunes"	"No"	"Yes"	"dnr"	"No"	"No"	"Yes"
5139	"Democrat"	35	1983	"Female"	"over $150,000"	"Married (w/kids)"	"Bachelor's Degree"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"Happy"	"dnr"	"Art"	"Yes"	"dnr"	"dnr"	"dnr"	"PC"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Public"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"No"	"No"	"dnr"	"No"	"Yes"
5140	"Democrat"	69	1995	"Male"	"under $25,000"	"Single (no kids)"	"High School Diploma"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"dnr"	"dnr"	"No"	"Happy"	"dnr"	"dnr"	"Yes"	"Me"	"No"	"dnr"	"PC"	"No"	"No"	"Rent"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"No"	"Yes"	"In-person"	"dnr"	"No"	"dnr"	"Pragmatist"	"No"	"Talk"	"No"	"No"	"Yes"	"No"	"Yes"	"dnr"
5141	"Republican"	44	1996	"Female"	"$75,000 - $100,000"	"Single (no kids)"	"Current K-12"	"No"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Happy"	"No"	"Art"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"Public"	"Umm..."	"dnr"	"No"	"No"	"dnr"	"dnr"	"In-person"	"Yes"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"No"
5142	"Republican"	42	1985	"Female"	"$50,000 - $74,999"	"Single (no kids)"	"Master's Degree"	"dnr"	"dnr"	"Yes"	"Yes"	"Yes"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"Art"	"Yes"	"dnr"	"No"	"dnr"	"Mac"	"No"	"No"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"Yes"	"No"	"dnr"	"dnr"	"dnr"	"Yes"	"Yes"	"dnr"	"dnr"	"dnr"	"Yes"	"No"	"dnr"	"dnr"	"Yes"	"dnr"
5144	"Republican"	62	1995	"Female"	"dnr"	"dnr"	"Current K-12"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"Mom"	"Yes"	"Yes"	"Happy"	"dnr"	"dnr"	"dnr"	"Circumstances"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"Own"	"Yes"	"No"	"Public"	"Umm..."	"dnr"	"dnr"	"dnr"	"No"	"Yes"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"No"	"Tunes"	"dnr"	"Yes"	"No"	"Yes"	"Yes"	"No"
5145	"Democrat"	19	1983	"Male"	"$50,000 - $74,999"	"Single (no kids)"	"Master's Degree"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"Happy"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Idealist"	"dnr"	"Talk"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"
5146	"Democrat"	6	1983	"Male"	"dnr"	"Single (w/kids)"	"High School Diploma"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
5147	"Republican"	45	1959	"Female"	"dnr"	"Married (no kids)"	"dnr"	"No"	"Yes"	"No"	"No"	"Yes"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"PC"	"Yes"	"No"	"Own"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"Yes"	"Yes"	"dnr"	"dnr"	"dnr"	"Talk"	"No"	"Yes"	"dnr"	"dnr"	"No"	"dnr"
5148	"Republican"	84	1980	"dnr"	"$50,000 - $74,999"	"Single (w/kids)"	"Bachelor's Degree"	"Yes"	"No"	"No"	"No"	"Yes"	"Mom"	"Yes"	"Yes"	"Happy"	"dnr"	"dnr"	"Yes"	"Me"	"No"	"dnr"	"PC"	"No"	"No"	"Rent"	"Yes"	"No"	"dnr"	"Umm..."	"No"	"No"	"No"	"Yes"	"Yes"	"Online"	"No"	"No"	"No"	"Pragmatist"	"Yes"	"Tunes"	"No"	"Yes"	"dnr"	"Yes"	"No"	"Yes"
5149	"Republican"	65	1983	"Male"	"over $150,000"	"Single (no kids)"	"Current Undergraduate"	"dnr"	"No"	"dnr"	"No"	"dnr"	"Dad"	"No"	"No"	"Happy"	"Yes"	"Science"	"No"	"dnr"	"dnr"	"dnr"	"Mac"	"No"	"No"	"Rent"	"Yes"	"Yes"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"No"	"Yes"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"No"	"Tunes"	"dnr"	"dnr"	"dnr"	"No"	"Yes"	"Yes"
5150	"Republican"	7	1983	"Female"	"$100,001 - $150,000"	"Married (no kids)"	"Bachelor's Degree"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"Idealist"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"
5151	"Democrat"	84	1996	"Male"	"$25,001 - $50,000"	"Single (no kids)"	"Current K-12"	"No"	"No"	"No"	"No"	"Yes"	"dnr"	"Yes"	"No"	"Happy"	"dnr"	"dnr"	"No"	"Circumstances"	"No"	"dnr"	"PC"	"No"	"No"	"Own"	"Yes"	"Yes"	"dnr"	"Yes!"	"Yes"	"No"	"Yes"	"No"	"No"	"In-person"	"Yes"	"No"	"No"	"Idealist"	"No"	"Tunes"	"No"	"Yes"	"dnr"	"No"	"Yes"	"Yes"
5152	"Republican"	15	1994	"dnr"	"dnr"	"dnr"	"Current Undergraduate"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"Art"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"Tunes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
5153	"Democrat"	44	1977	"Female"	"$25,001 - $50,000"	"Married (w/kids)"	"Current Undergraduate"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Happy"	"Yes"	"Art"	"dnr"	"dnr"	"dnr"	"Yes"	"Mac"	"dnr"	"dnr"	"Rent"	"dnr"	"dnr"	"Public"	"Yes!"	"dnr"	"Yes"	"dnr"	"dnr"	"Yes"	"Online"	"dnr"	"dnr"	"dnr"	"Idealist"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"No"
5154	"Republican"	5	1999	"dnr"	"under $25,000"	"dnr"	"Current K-12"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
5158	"Democrat"	39	1995	"Male"	"dnr"	"dnr"	"High School Diploma"	"No"	"No"	"No"	"dnr"	"Yes"	"Dad"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Rent"	"No"	"Yes"	"Public"	"Umm..."	"dnr"	"No"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"Yes"	"No"
5159	"Democrat"	6	1983	"Male"	"$50,000 - $74,999"	"Married (no kids)"	"Master's Degree"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Happy"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"
5160	"Democrat"	94	1960	"Male"	"dnr"	"Single (no kids)"	"High School Diploma"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"Mom"	"Yes"	"Yes"	"Happy"	"No"	"Science"	"Yes"	"Me"	"No"	"No"	"PC"	"Yes"	"Yes"	"Rent"	"Yes"	"Yes"	"dnr"	"Yes!"	"No"	"No"	"Yes"	"No"	"Yes"	"Online"	"No"	"No"	"Yes"	"Pragmatist"	"No"	"Tunes"	"No"	"No"	"dnr"	"Yes"	"No"	"Yes"
5161	"Republican"	29	1966	"Male"	"$50,000 - $74,999"	"Married (w/kids)"	"High School Diploma"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"PC"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"In-person"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"Talk"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
5162	"Republican"	17	1983	"dnr"	"under $25,000"	"Single (no kids)"	"Current Undergraduate"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"PC"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Public"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"In-person"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
5163	"Republican"	74	1941	"Male"	"$25,001 - $50,000"	"Married (no kids)"	"High School Diploma"	"No"	"Yes"	"dnr"	"dnr"	"dnr"	"Dad"	"Yes"	"No"	"Right"	"No"	"Science"	"Yes"	"Me"	"No"	"Yes"	"PC"	"No"	"No"	"dnr"	"No"	"dnr"	"Public"	"Yes!"	"No"	"Yes"	"dnr"	"No"	"Yes"	"In-person"	"dnr"	"No"	"dnr"	"Pragmatist"	"No"	"dnr"	"No"	"dnr"	"dnr"	"No"	"dnr"	"Yes"
5164	"Democrat"	15	1992	"Female"	"under $25,000"	"Single (no kids)"	"Current Undergraduate"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"Science"	"dnr"	"dnr"	"No"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Public"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
5165	"Republican"	99	1996	"Male"	"$100,001 - $150,000"	"Single (no kids)"	"Current K-12"	"No"	"No"	"No"	"No"	"No"	"Dad"	"No"	"No"	"Happy"	"No"	"Science"	"Yes"	"Me"	"No"	"Yes"	"PC"	"No"	"No"	"Own"	"No"	"Yes"	"Public"	"Yes!"	"No"	"Yes"	"Yes"	"No"	"Yes"	"In-person"	"Yes"	"No"	"Yes"	"Idealist"	"No"	"Tunes"	"Yes"	"No"	"Yes"	"No"	"Yes"	"No"
5166	"Republican"	98	1998	"Female"	"dnr"	"dnr"	"Current K-12"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"Yes"	"Happy"	"Yes"	"Science"	"No"	"Circumstances"	"Yes"	"No"	"Mac"	"Yes"	"No"	"Own"	"Yes"	"Yes"	"Public"	"Yes!"	"dnr"	"No"	"Yes"	"No"	"No"	"In-person"	"Yes"	"No"	"Yes"	"Idealist"	"No"	"Tunes"	"Yes"	"No"	"dnr"	"Yes"	"Yes"	"Yes"
5167	"Democrat"	13	1964	"Female"	"$100,001 - $150,000"	"Married (no kids)"	"Master's Degree"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Circumstances"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
5168	"Republican"	82	1945	"Male"	"$25,001 - $50,000"	"Married (w/kids)"	"Master's Degree"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"Yes"	"Right"	"Yes"	"Art"	"Yes"	"Circumstances"	"Yes"	"Yes"	"PC"	"Yes"	"No"	"Own"	"No"	"No"	"dnr"	"Yes!"	"Yes"	"Yes"	"No"	"No"	"dnr"	"In-person"	"Yes"	"dnr"	"Yes"	"dnr"	"No"	"Talk"	"dnr"	"Yes"	"No"	"dnr"	"No"	"Yes"
5170	"Democrat"	42	1974	"Male"	"$50,000 - $74,999"	"Single (no kids)"	"Bachelor's Degree"	"Yes"	"dnr"	"No"	"dnr"	"No"	"Mom"	"Yes"	"dnr"	"dnr"	"No"	"Science"	"dnr"	"dnr"	"No"	"Yes"	"dnr"	"dnr"	"Yes"	"dnr"	"No"	"dnr"	"Public"	"Umm..."	"dnr"	"dnr"	"No"	"Yes"	"dnr"	"In-person"	"dnr"	"dnr"	"Yes"	"dnr"	"Yes"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"
5171	"Republican"	22	1995	"Male"	"$100,001 - $150,000"	"Single (no kids)"	"Current Undergraduate"	"dnr"	"dnr"	"Yes"	"Yes"	"Yes"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"PC"	"No"	"dnr"	"Rent"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"Yes"	"dnr"	"dnr"	"No"	"dnr"
5172	"Democrat"	49	1992	"Female"	"dnr"	"Single (no kids)"	"Current Undergraduate"	"Yes"	"dnr"	"No"	"No"	"No"	"Mom"	"Yes"	"No"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"PC"	"No"	"No"	"Rent"	"Yes"	"dnr"	"dnr"	"Umm..."	"No"	"No"	"dnr"	"No"	"dnr"	"Online"	"dnr"	"No"	"dnr"	"dnr"	"No"	"dnr"	"No"	"No"	"dnr"	"dnr"	"Yes"	"dnr"
5173	"Democrat"	15	1989	"Male"	"under $25,000"	"Single (no kids)"	"Bachelor's Degree"	"dnr"	"dnr"	"dnr"	"No"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Tunes"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"
5174	"Republican"	33	1995	"Female"	"under $25,000"	"Single (no kids)"	"High School Diploma"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Mom"	"dnr"	"dnr"	"dnr"	"dnr"	"Art"	"dnr"	"dnr"	"No"	"Yes"	"dnr"	"dnr"	"No"	"dnr"	"Yes"	"dnr"	"Public"	"dnr"	"No"	"dnr"	"dnr"	"No"	"No"	"dnr"	"dnr"	"dnr"	"No"	"Pragmatist"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"
5178	"Democrat"	65	1983	"Male"	"under $25,000"	"Single (no kids)"	"Current K-12"	"dnr"	"No"	"No"	"No"	"dnr"	"dnr"	"Yes"	"dnr"	"Right"	"Yes"	"Science"	"dnr"	"Me"	"Yes"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"Public"	"dnr"	"Yes"	"dnr"	"Yes"	"No"	"No"	"dnr"	"No"	"dnr"	"No"	"Idealist"	"dnr"	"Talk"	"dnr"	"Yes"	"Yes"	"No"	"Yes"	"No"
5180	"Republican"	101	1997	"Male"	"$75,000 - $100,000"	"Single (no kids)"	"Current K-12"	"No"	"No"	"No"	"No"	"No"	"Mom"	"Yes"	"No"	"Happy"	"Yes"	"Science"	"Yes"	"Circumstances"	"No"	"Yes"	"PC"	"Yes"	"Yes"	"Own"	"No"	"Yes"	"Public"	"Yes!"	"No"	"Yes"	"Yes"	"No"	"No"	"Online"	"Yes"	"No"	"Yes"	"Idealist"	"Yes"	"Tunes"	"Yes"	"No"	"No"	"Yes"	"No"	"Yes"
5182	"Republican"	97	1990	"Male"	"under $25,000"	"Single (no kids)"	"High School Diploma"	"dnr"	"Yes"	"No"	"No"	"Yes"	"Dad"	"Yes"	"Yes"	"Right"	"No"	"Science"	"Yes"	"Me"	"No"	"Yes"	"PC"	"No"	"No"	"Own"	"No"	"No"	"Public"	"Yes!"	"No"	"No"	"No"	"No"	"Yes"	"In-person"	"No"	"No"	"No"	"Pragmatist"	"No"	"Tunes"	"Yes"	"Yes"	"Yes"	"No"	"No"	"No"
5184	"Republican"	101	1983	"Male"	"under $25,000"	"Single (no kids)"	"Current K-12"	"No"	"No"	"Yes"	"No"	"Yes"	"Mom"	"Yes"	"No"	"Happy"	"No"	"Art"	"No"	"Me"	"No"	"No"	"PC"	"No"	"No"	"Rent"	"No"	"Yes"	"Public"	"Yes!"	"Yes"	"No"	"Yes"	"No"	"No"	"Online"	"Yes"	"No"	"No"	"Pragmatist"	"No"	"Tunes"	"Yes"	"Yes"	"Yes"	"No"	"No"	"Yes"
5185	"Republican"	23	1990	"Male"	"under $25,000"	"dnr"	"High School Diploma"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"Science"	"dnr"	"dnr"	"No"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"No"	"dnr"	"dnr"	"Online"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
5186	"Democrat"	36	1996	"Female"	"$100,001 - $150,000"	"dnr"	"dnr"	"Yes"	"dnr"	"Yes"	"dnr"	"Yes"	"dnr"	"dnr"	"Yes"	"dnr"	"Yes"	"Art"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes!"	"dnr"	"No"	"dnr"	"dnr"	"No"	"In-person"	"dnr"	"dnr"	"No"	"Idealist"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"Yes"	"No"
5187	"Democrat"	76	1982	"Male"	"$25,001 - $50,000"	"Married (w/kids)"	"Master's Degree"	"Yes"	"Yes"	"Yes"	"Yes"	"Yes"	"Mom"	"Yes"	"No"	"dnr"	"Yes"	"Art"	"Yes"	"dnr"	"Yes"	"Yes"	"dnr"	"No"	"No"	"Rent"	"No"	"Yes"	"Private"	"Umm..."	"dnr"	"No"	"No"	"No"	"No"	"dnr"	"Yes"	"No"	"No"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"Yes"	"Yes"	"No"	"dnr"
5188	"Democrat"	36	1988	"Male"	"dnr"	"Single (no kids)"	"Bachelor's Degree"	"dnr"	"dnr"	"No"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Me"	"dnr"	"dnr"	"PC"	"dnr"	"Yes"	"dnr"	"dnr"	"Yes"	"Public"	"Yes!"	"dnr"	"Yes"	"dnr"	"No"	"dnr"	"In-person"	"Yes"	"dnr"	"dnr"	"Pragmatist"	"No"	"dnr"	"dnr"	"No"	"Yes"	"dnr"	"Yes"	"dnr"
5189	"Democrat"	77	1994	"Male"	"$100,001 - $150,000"	"Single (no kids)"	"Current Undergraduate"	"No"	"No"	"dnr"	"Yes"	"dnr"	"Dad"	"Yes"	"dnr"	"Happy"	"dnr"	"dnr"	"dnr"	"Me"	"No"	"Yes"	"Mac"	"dnr"	"No"	"Own"	"Yes"	"Yes"	"Public"	"Yes!"	"Yes"	"No"	"No"	"No"	"Yes"	"In-person"	"dnr"	"dnr"	"No"	"Idealist"	"Yes"	"Tunes"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"No"
5190	"Democrat"	18	1979	"Male"	"under $25,000"	"Married (w/kids)"	"Current Undergraduate"	"No"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Umm..."	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"In-person"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
