"USER_ID"	"Party"	"Age_group"	"NumSurveyAns"	"Gender"	"Income"	"HouseholdStatus"	"EducationLevel"	"Q109244"	"Q115611"	"Q98197"	"Q113181"	"Q98869"	"Q101163"	"Q99480"	"Q105840"	"Q116881"	"Q120379"	"Q120472"	"Q106272"	"Q115899"	"Q119851"	"Q121699"	"Q110740"	"Q106042"	"Q101596"	"Q102089"	"Q100680"	"Q115195"	"Q122771"	"Q108855"	"Q112478"	"Q107869"	"Q120014"	"Q99716"	"Q118892"	"Q108342"	"Q115390"	"Q106388"	"Q120012"	"Q118232"	"Q100689"	"Q113583"	"Q106389"	"Q98078"	"Q124122"	"Q118237"	"Q96024"	"Q116953"
5916	"Republican"	"(18,44]"	50	"Male"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"Right"	"No"	"Science"	"dnr"	"Me"	"No"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"Public"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"No"	"dnr"	"Yes"	"dnr"	"No"	"Pragmatist"	"dnr"	"Tunes"	"dnr"	"dnr"	"No"	"Yes"	"dnr"	"Yes"
5918	"Republican"	"(18,44]"	99	"Male"	"under $25,000"	"dnr"	"Current Undergraduate"	"No"	"No"	"Yes"	"Yes"	"dnr"	"Mom"	"dnr"	"No"	"Happy"	"Yes"	"Science"	"No"	"Circumstances"	"No"	"Yes"	"PC"	"No"	"No"	"Own"	"Yes"	"No"	"Public"	"Umm..."	"Yes"	"No"	"Yes"	"No"	"No"	"Online"	"Yes"	"No"	"No"	"Idealist"	"Yes"	"Tunes"	"No"	"No"	"Yes"	"No"	"Yes"	"Yes"
5919	"Democrat"	"(18,44]"	10	"Female"	"over $150,000"	"Single (no kids)"	"Current K-12"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Umm..."	"No"	"Yes"	"dnr"	"dnr"	"dnr"	"In-person"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"
5920	"Democrat"	"(18,44]"	17	"Female"	"$50,000 - $74,999"	"Married (w/kids)"	"Associate's Degree"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"Science"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"Yes"	"Idealist"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"
5921	"Democrat"	"(44,64]"	101	"Male"	"over $150,000"	"Married (w/kids)"	"Master's Degree"	"No"	"Yes"	"No"	"No"	"Yes"	"Dad"	"Yes"	"No"	"Right"	"No"	"Science"	"Yes"	"Me"	"Yes"	"No"	"Mac"	"Yes"	"Yes"	"Own"	"No"	"Yes"	"Private"	"Yes!"	"Yes"	"Yes"	"Yes"	"No"	"Yes"	"In-person"	"No"	"No"	"Yes"	"Idealist"	"Yes"	"Talk"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"Yes"
5922	"Republican"	"(18,44]"	94	"Female"	"$100,001 - $150,000"	"Married (no kids)"	"Master's Degree"	"No"	"Yes"	"dnr"	"Yes"	"Yes"	"Mom"	"Yes"	"Yes"	"Happy"	"Yes"	"Art"	"Yes"	"Me"	"No"	"Yes"	"Mac"	"Yes"	"No"	"Own"	"Yes"	"Yes"	"Public"	"Yes!"	"Yes"	"Yes"	"Yes"	"No"	"Yes"	"In-person"	"Yes"	"Yes"	"Yes"	"dnr"	"Yes"	"Talk"	"Yes"	"dnr"	"No"	"Yes"	"No"	"Yes"
5923	"Democrat"	"(18,44]"	78	"Male"	"under $25,000"	"Married (w/kids)"	"Bachelor's Degree"	"Yes"	"No"	"Yes"	"Yes"	"Yes"	"Mom"	"Yes"	"No"	"dnr"	"No"	"Art"	"Yes"	"Circumstances"	"Yes"	"Yes"	"PC"	"dnr"	"Yes"	"Rent"	"Yes"	"No"	"Public"	"dnr"	"No"	"dnr"	"No"	"No"	"dnr"	"dnr"	"No"	"No"	"No"	"Idealist"	"Yes"	"Tunes"	"Yes"	"Yes"	"dnr"	"Yes"	"dnr"	"dnr"
5925	"Republican"	"(64,90]"	1	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
5926	"Republican"	"(18,44]"	63	"dnr"	"over $150,000"	"Married (no kids)"	"Bachelor's Degree"	"No"	"dnr"	"Yes"	"dnr"	"Yes"	"Dad"	"Yes"	"No"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"PC"	"No"	"Yes"	"Own"	"Yes"	"Yes"	"dnr"	"Umm..."	"No"	"dnr"	"dnr"	"No"	"dnr"	"In-person"	"dnr"	"Yes"	"dnr"	"Pragmatist"	"No"	"Tunes"	"Yes"	"Yes"	"dnr"	"Yes"	"No"	"dnr"
5927	"Republican"	"(0,18]"	17	"Female"	"under $25,000"	"Single (no kids)"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"Yes"	"dnr"	"Happy"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"Yes"	"In-person"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"Yes"
5928	"Democrat"	"(18,44]"	100	"Male"	"dnr"	"dnr"	"dnr"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Mom"	"Yes"	"Yes"	"Happy"	"No"	"Art"	"Yes"	"Me"	"No"	"Yes"	"PC"	"Yes"	"Yes"	"Own"	"Yes"	"Yes"	"Public"	"Umm..."	"Yes"	"Yes"	"No"	"No"	"Yes"	"In-person"	"Yes"	"dnr"	"No"	"Pragmatist"	"Yes"	"Talk"	"Yes"	"No"	"Yes"	"No"	"Yes"	"Yes"
5929	"Republican"	"(18,44]"	100	"Male"	"$25,001 - $50,000"	"Married (w/kids)"	"Associate's Degree"	"No"	"Yes"	"No"	"No"	"Yes"	"Mom"	"Yes"	"No"	"Right"	"No"	"Science"	"Yes"	"Me"	"No"	"Yes"	"PC"	"No"	"Yes"	"Rent"	"No"	"Yes"	"Public"	"Yes!"	"No"	"No"	"No"	"No"	"No"	"Online"	"Yes"	"No"	"No"	"Idealist"	"Yes"	"Talk"	"Yes"	"No"	"Yes"	"No"	"dnr"	"Yes"
5930	"Republican"	"(18,44]"	23	"Male"	"dnr"	"dnr"	"Current K-12"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Me"	"dnr"	"dnr"	"PC"	"dnr"	"dnr"	"dnr"	"Yes"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Online"	"Yes"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"
5931	"Republican"	"(44,64]"	83	"Male"	"$75,000 - $100,000"	"Married (w/kids)"	"Associate's Degree"	"No"	"Yes"	"No"	"No"	"Yes"	"Dad"	"Yes"	"No"	"Right"	"dnr"	"dnr"	"Yes"	"Me"	"No"	"dnr"	"PC"	"Yes"	"Yes"	"Own"	"Yes"	"No"	"dnr"	"Umm..."	"Yes"	"Yes"	"dnr"	"No"	"Yes"	"Online"	"Yes"	"No"	"dnr"	"Idealist"	"Yes"	"Tunes"	"Yes"	"Yes"	"dnr"	"No"	"No"	"No"
5932	"Republican"	"(18,44]"	37	"Male"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"Yes"	"dnr"	"No"	"dnr"	"dnr"	"Yes"	"Science"	"dnr"	"dnr"	"No"	"No"	"dnr"	"dnr"	"No"	"dnr"	"Yes"	"dnr"	"Private"	"dnr"	"Yes"	"No"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"
5935	"Democrat"	"(18,44]"	82	"Male"	"dnr"	"dnr"	"Current Undergraduate"	"Yes"	"Yes"	"No"	"No"	"No"	"dnr"	"dnr"	"No"	"Right"	"Yes"	"Art"	"Yes"	"Circumstances"	"No"	"Yes"	"PC"	"No"	"dnr"	"Rent"	"dnr"	"No"	"Public"	"Yes!"	"No"	"Yes"	"Yes"	"dnr"	"No"	"In-person"	"Yes"	"No"	"Yes"	"Pragmatist"	"dnr"	"dnr"	"Yes"	"dnr"	"No"	"Yes"	"dnr"	"Yes"
5936	"Democrat"	"(18,44]"	100	"Female"	"$25,001 - $50,000"	"Single (w/kids)"	"Current Undergraduate"	"Yes"	"No"	"No"	"No"	"Yes"	"Mom"	"Yes"	"Yes"	"Happy"	"Yes"	"Science"	"Yes"	"Circumstances"	"No"	"Yes"	"Mac"	"No"	"No"	"Own"	"Yes"	"No"	"Public"	"Yes!"	"No"	"No"	"No"	"No"	"Yes"	"In-person"	"Yes"	"No"	"Yes"	"Idealist"	"Yes"	"Talk"	"Yes"	"No"	"Yes"	"Yes"	"Yes"	"No"
5937	"Republican"	"(18,44]"	19	"Male"	"over $150,000"	"Married (w/kids)"	"Master's Degree"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes!"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"In-person"	"dnr"	"Yes"	"dnr"	"dnr"	"No"	"dnr"	"Yes"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"
5938	"Democrat"	"(18,44]"	28	"dnr"	"dnr"	"dnr"	"Current K-12"	"dnr"	"dnr"	"Yes"	"dnr"	"Yes"	"Mom"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Mac"	"Yes"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"Yes"	"No"	"dnr"	"No"	"dnr"	"In-person"	"dnr"	"No"	"dnr"	"dnr"	"No"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"No"	"dnr"
5939	"Democrat"	"(0,18]"	38	"Female"	"$100,001 - $150,000"	"Single (no kids)"	"Current K-12"	"dnr"	"No"	"No"	"dnr"	"Yes"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"Own"	"Yes"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"In-person"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"No"	"dnr"
5940	"Republican"	"(18,44]"	99	"Male"	"$75,000 - $100,000"	"Married (w/kids)"	"Master's Degree"	"No"	"No"	"Yes"	"Yes"	"Yes"	"dnr"	"Yes"	"No"	"Right"	"Yes"	"Science"	"Yes"	"Me"	"No"	"Yes"	"PC"	"No"	"No"	"Own"	"Yes"	"Yes"	"Public"	"Yes!"	"Yes"	"Yes"	"Yes"	"No"	"Yes"	"In-person"	"Yes"	"Yes"	"Yes"	"Idealist"	"Yes"	"Talk"	"No"	"Yes"	"No"	"Yes"	"dnr"	"No"
5942	"Republican"	"(18,44]"	0	"Male"	"dnr"	"dnr"	"Current K-12"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
5943	"Democrat"	"(18,44]"	24	"Male"	"$75,000 - $100,000"	"Married (w/kids)"	"Bachelor's Degree"	"dnr"	"Yes"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"Me"	"Yes"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"Public"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"Tunes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
5944	"Republican"	"(18,44]"	91	"Female"	"$50,000 - $74,999"	"Married (no kids)"	"Bachelor's Degree"	"No"	"dnr"	"No"	"No"	"Yes"	"Dad"	"No"	"No"	"Happy"	"Yes"	"dnr"	"Yes"	"Circumstances"	"No"	"Yes"	"Mac"	"Yes"	"No"	"Rent"	"Yes"	"Yes"	"Public"	"Yes!"	"No"	"Yes"	"No"	"No"	"No"	"dnr"	"Yes"	"No"	"No"	"Pragmatist"	"No"	"Tunes"	"Yes"	"Yes"	"No"	"No"	"dnr"	"Yes"
5945	"Democrat"	"(18,44]"	95	"Male"	"$75,000 - $100,000"	"Married (w/kids)"	"Current K-12"	"No"	"Yes"	"dnr"	"No"	"Yes"	"Dad"	"Yes"	"No"	"Happy"	"Yes"	"Science"	"Yes"	"Me"	"No"	"No"	"PC"	"No"	"Yes"	"Own"	"No"	"No"	"Public"	"Yes!"	"Yes"	"Yes"	"Yes"	"No"	"No"	"In-person"	"Yes"	"No"	"Yes"	"Idealist"	"No"	"Tunes"	"Yes"	"dnr"	"No"	"No"	"dnr"	"Yes"
5946	"Republican"	"(64,90]"	26	"dnr"	"dnr"	"Married (no kids)"	"Master's Degree"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"Dad"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Mac"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"Yes!"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"In-person"	"dnr"	"dnr"	"dnr"	"Pragmatist"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"
5947	"Democrat"	"(18,44]"	28	"Female"	"$100,001 - $150,000"	"Domestic Partners (no kids)"	"Master's Degree"	"Yes"	"dnr"	"No"	"dnr"	"Yes"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Public"	"Yes!"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"Online"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"Yes"	"dnr"	"No"	"dnr"
5949	"Republican"	"(18,44]"	65	"Male"	"dnr"	"dnr"	"Current K-12"	"No"	"dnr"	"dnr"	"Yes"	"Yes"	"Dad"	"Yes"	"dnr"	"dnr"	"No"	"Art"	"dnr"	"dnr"	"No"	"Yes"	"Mac"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Public"	"Yes!"	"dnr"	"Yes"	"No"	"No"	"Yes"	"dnr"	"Yes"	"dnr"	"Yes"	"dnr"	"No"	"Tunes"	"dnr"	"dnr"	"Yes"	"No"	"No"	"Yes"
5950	"Democrat"	"(44,64]"	34	"Male"	"over $150,000"	"Married (w/kids)"	"Bachelor's Degree"	"dnr"	"No"	"No"	"No"	"dnr"	"dnr"	"No"	"dnr"	"Right"	"dnr"	"dnr"	"dnr"	"Me"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"Yes"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"
5951	"Democrat"	"(18,44]"	63	"Male"	"$50,000 - $74,999"	"Single (no kids)"	"Current K-12"	"No"	"dnr"	"No"	"dnr"	"Yes"	"Dad"	"No"	"No"	"dnr"	"dnr"	"dnr"	"No"	"Me"	"dnr"	"No"	"PC"	"No"	"No"	"Own"	"dnr"	"Yes"	"Public"	"Yes!"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"In-person"	"Yes"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"Yes"	"Yes"	"dnr"	"dnr"	"dnr"
5952	"Republican"	"(18,44]"	31	"Male"	"$100,001 - $150,000"	"Single (no kids)"	"Current K-12"	"No"	"dnr"	"No"	"dnr"	"No"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"PC"	"dnr"	"Yes"	"Own"	"Yes"	"dnr"	"dnr"	"Umm..."	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"In-person"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"
5953	"Democrat"	"(44,64]"	35	"Male"	"dnr"	"Married (no kids)"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"Right"	"dnr"	"dnr"	"dnr"	"Circumstances"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Own"	"dnr"	"dnr"	"dnr"	"Umm..."	"dnr"	"Yes"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"Pragmatist"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"No"	"dnr"	"dnr"
5954	"Republican"	"(18,44]"	16	"Female"	"$50,000 - $74,999"	"Married (w/kids)"	"Bachelor's Degree"	"dnr"	"No"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"Yes"
5956	"Republican"	"(18,44]"	74	"Male"	"dnr"	"dnr"	"dnr"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"No"	"Right"	"dnr"	"dnr"	"Yes"	"Circumstances"	"dnr"	"dnr"	"Mac"	"Yes"	"Yes"	"Own"	"No"	"No"	"dnr"	"Yes!"	"Yes"	"No"	"dnr"	"No"	"dnr"	"In-person"	"No"	"No"	"dnr"	"dnr"	"No"	"Tunes"	"No"	"Yes"	"dnr"	"dnr"	"dnr"	"Yes"
5957	"Republican"	"(18,44]"	27	"Female"	"under $25,000"	"Single (no kids)"	"High School Diploma"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"Mom"	"Yes"	"dnr"	"Right"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"Yes"	"Yes"	"dnr"	"Yes"
5959	"Republican"	"(18,44]"	7	"Male"	"under $25,000"	"Single (no kids)"	"Current K-12"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
5961	"Republican"	"(18,44]"	18	"Male"	"under $25,000"	"Single (no kids)"	"Current Undergraduate"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"Dad"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
5962	"Democrat"	"(18,44]"	59	"Female"	"dnr"	"Single (no kids)"	"dnr"	"dnr"	"No"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"Yes"	"Happy"	"dnr"	"dnr"	"No"	"Circumstances"	"dnr"	"dnr"	"dnr"	"No"	"No"	"Own"	"Yes"	"Yes"	"dnr"	"Umm..."	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"Yes"	"No"	"dnr"	"dnr"	"Yes"	"Tunes"	"No"	"No"	"dnr"	"dnr"	"dnr"	"No"
5964	"Republican"	"(44,64]"	54	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"Yes"	"dnr"	"No"	"Science"	"Yes"	"Me"	"Yes"	"dnr"	"Mac"	"dnr"	"dnr"	"Own"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"No"	"Pragmatist"	"dnr"	"Talk"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"
5966	"Republican"	"(18,44]"	74	"Female"	"$25,001 - $50,000"	"Single (w/kids)"	"Associate's Degree"	"dnr"	"Yes"	"dnr"	"Yes"	"Yes"	"Mom"	"No"	"No"	"Happy"	"No"	"dnr"	"Yes"	"Circumstances"	"No"	"Yes"	"PC"	"No"	"Yes"	"Own"	"Yes"	"Yes"	"dnr"	"dnr"	"Yes"	"dnr"	"Yes"	"No"	"Yes"	"dnr"	"No"	"No"	"No"	"dnr"	"Yes"	"dnr"	"No"	"dnr"	"No"	"Yes"	"dnr"	"No"
5967	"Democrat"	"(18,44]"	37	"Male"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"No"	"No"	"No"	"dnr"	"No"	"dnr"	"Happy"	"dnr"	"dnr"	"dnr"	"Me"	"dnr"	"Yes"	"dnr"	"Yes"	"dnr"	"Own"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
5968	"Democrat"	"(44,64]"	6	"Male"	"$100,001 - $150,000"	"Married (w/kids)"	"Bachelor's Degree"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
5969	"Republican"	"(0,18]"	50	"Male"	"dnr"	"Single (no kids)"	"Current K-12"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"Dad"	"Yes"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"Circumstances"	"dnr"	"dnr"	"PC"	"dnr"	"No"	"Rent"	"Yes"	"Yes"	"dnr"	"Yes!"	"Yes"	"No"	"dnr"	"No"	"dnr"	"In-person"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"Tunes"	"Yes"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"
5971	"Democrat"	"(18,44]"	55	"Male"	"dnr"	"Married (w/kids)"	"High School Diploma"	"dnr"	"No"	"No"	"dnr"	"Yes"	"Dad"	"Yes"	"dnr"	"Happy"	"dnr"	"dnr"	"dnr"	"Circumstances"	"No"	"Yes"	"dnr"	"dnr"	"No"	"Own"	"Yes"	"dnr"	"Public"	"dnr"	"dnr"	"dnr"	"No"	"No"	"No"	"dnr"	"Yes"	"dnr"	"Yes"	"Pragmatist"	"Yes"	"dnr"	"dnr"	"No"	"No"	"Yes"	"dnr"	"Yes"
5973	"Republican"	"(18,44]"	45	"Male"	"under $25,000"	"Single (no kids)"	"High School Diploma"	"dnr"	"No"	"dnr"	"Yes"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"Science"	"No"	"Circumstances"	"No"	"No"	"dnr"	"No"	"dnr"	"Rent"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"No"	"dnr"	"Yes"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"No"	"dnr"	"Yes"
5975	"Democrat"	"(18,44]"	28	"dnr"	"dnr"	"dnr"	"Current K-12"	"dnr"	"dnr"	"No"	"dnr"	"Yes"	"dnr"	"Yes"	"No"	"dnr"	"Yes"	"Science"	"No"	"dnr"	"No"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"No"	"dnr"	"dnr"	"dnr"	"No"	"No"	"dnr"	"dnr"	"dnr"	"No"	"No"	"dnr"	"dnr"	"dnr"	"dnr"
5977	"Republican"	"(44,64]"	82	"Male"	"over $150,000"	"Married (w/kids)"	"Master's Degree"	"No"	"No"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"Right"	"Yes"	"Science"	"Yes"	"dnr"	"No"	"Yes"	"Mac"	"No"	"No"	"Own"	"No"	"No"	"Private"	"Yes!"	"Yes"	"Yes"	"Yes"	"No"	"Yes"	"Online"	"Yes"	"Yes"	"No"	"Idealist"	"Yes"	"Tunes"	"No"	"dnr"	"No"	"No"	"dnr"	"No"
5978	"Republican"	"(18,44]"	93	"Female"	"dnr"	"Married (no kids)"	"Master's Degree"	"No"	"No"	"dnr"	"Yes"	"dnr"	"Dad"	"No"	"No"	"Happy"	"Yes"	"Science"	"No"	"Circumstances"	"Yes"	"Yes"	"PC"	"No"	"No"	"Rent"	"Yes"	"Yes"	"Public"	"Yes!"	"Yes"	"No"	"Yes"	"No"	"Yes"	"Online"	"Yes"	"No"	"No"	"dnr"	"No"	"Tunes"	"No"	"dnr"	"No"	"Yes"	"dnr"	"Yes"
