"USER_ID"	"Party"	"Age_group"	"NumSurveyAnsInterest"	"IsLiberal"	"Gender"	"Income"	"HouseholdStatus"	"EducationLevel"	"Q109244"	"Q115611"	"Q98197"	"Q113181"	"Q98869"	"Q101163"	"Q99480"	"Q105840"	"Q116881"	"Q120379"	"Q120472"	"Q106272"	"Q115899"	"Q121699"	"Q119851"	"Q110740"	"Q102089"	"Q106042"
5383	"Republican"	"(18,44]"	17	"No"	"Male"	"dnr"	"Married (w/kids)"	"Master's Degree"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"Yes"	"Happy"	"Yes"	"Science"	"Yes"	"Me"	"dnr"	"Yes"	"PC"	"Own"	"No"
5384	"Democrat"	"(0,18]"	5	"unknown"	"Female"	"$25,001 - $50,000"	"Domestic Partners (w/kids)"	"High School Diploma"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"Own"	"Yes"
5385	"Democrat"	"(18,44]"	12	"Yes"	"Male"	"$50,000 - $74,999"	"Single (no kids)"	"High School Diploma"	"Yes"	"No"	"No"	"dnr"	"No"	"Mom"	"No"	"No"	"Right"	"dnr"	"dnr"	"Yes"	"dnr"	"Yes"	"dnr"	"dnr"	"Rent"	"No"
5387	"Republican"	"(0,18]"	9	"No"	"Female"	"under $25,000"	"Single (no kids)"	"Current K-12"	"No"	"No"	"dnr"	"dnr"	"dnr"	"Dad"	"dnr"	"No"	"Right"	"dnr"	"dnr"	"No"	"Me"	"dnr"	"dnr"	"dnr"	"Rent"	"No"
5388	"Democrat"	"(18,44]"	13	"unknown"	"Male"	"dnr"	"dnr"	"dnr"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"dnr"	"No"	"No"	"Happy"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"No"	"PC"	"Own"	"No"
5390	"Republican"	"(18,44]"	18	"No"	"Male"	"under $25,000"	"Single (no kids)"	"Current K-12"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"No"	"Happy"	"Yes"	"Science"	"Yes"	"Me"	"Yes"	"Yes"	"PC"	"Rent"	"No"
5393	"Republican"	"(18,44]"	1	"Yes"	"Male"	"dnr"	"Married (w/kids)"	"Bachelor's Degree"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
5394	"Republican"	"(18,44]"	18	"No"	"Female"	"$100,001 - $150,000"	"Married (no kids)"	"Master's Degree"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Dad"	"No"	"Yes"	"Happy"	"Yes"	"Art"	"Yes"	"Me"	"Yes"	"No"	"Mac"	"Own"	"No"
5395	"Democrat"	"(18,44]"	3	"Yes"	"Male"	"$50,000 - $74,999"	"Married (w/kids)"	"Associate's Degree"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"Mom"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Rent"	"dnr"
5396	"Democrat"	"(18,44]"	16	"Yes"	"Female"	"$25,001 - $50,000"	"dnr"	"Current K-12"	"dnr"	"No"	"No"	"No"	"Yes"	"Mom"	"Yes"	"Yes"	"Right"	"No"	"Art"	"Yes"	"Circumstances"	"Yes"	"Yes"	"dnr"	"Own"	"Yes"
5397	"Republican"	"(64,90]"	2	"unknown"	"Male"	"dnr"	"Married (w/kids)"	"Bachelor's Degree"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Happy"	"dnr"	"dnr"	"dnr"	"Me"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
5398	"Democrat"	"(44,64]"	2	"unknown"	"Male"	"under $25,000"	"Domestic Partners (no kids)"	"Current Undergraduate"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"Happy"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
5399	"Republican"	"(0,18]"	2	"Yes"	"Male"	"under $25,000"	"Single (no kids)"	"Current K-12"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"PC"	"dnr"	"dnr"
5400	"Democrat"	"(18,44]"	7	"unknown"	"Male"	"dnr"	"dnr"	"Current K-12"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"Yes"	"No"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"PC"	"Own"	"Yes"
5401	"Republican"	"(18,44]"	2	"unknown"	"Male"	"$50,000 - $74,999"	"Single (no kids)"	"High School Diploma"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"Art"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
5402	"Republican"	"(44,64]"	5	"unknown"	"Male"	"$25,001 - $50,000"	"Single (w/kids)"	"High School Diploma"	"dnr"	"dnr"	"Yes"	"Yes"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"Own"	"dnr"
5403	"Democrat"	"(18,44]"	3	"unknown"	"Male"	"$50,000 - $74,999"	"Single (no kids)"	"Bachelor's Degree"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"Science"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"
5404	"Democrat"	"(18,44]"	11	"Yes"	"Female"	"under $25,000"	"Single (no kids)"	"Current Undergraduate"	"Yes"	"dnr"	"No"	"No"	"Yes"	"Mom"	"Yes"	"Yes"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"PC"	"Rent"	"Yes"
5406	"Republican"	"(18,44]"	9	"Yes"	"Male"	"$75,000 - $100,000"	"Single (no kids)"	"Current Undergraduate"	"No"	"No"	"No"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Science"	"Yes"	"dnr"	"Yes"	"dnr"	"PC"	"dnr"	"Yes"
5407	"Democrat"	"(44,64]"	16	"Yes"	"Female"	"dnr"	"Married (w/kids)"	"Current Undergraduate"	"No"	"No"	"Yes"	"No"	"dnr"	"dnr"	"No"	"Yes"	"Happy"	"No"	"Art"	"Yes"	"Me"	"Yes"	"No"	"PC"	"Own"	"Yes"
5408	"Republican"	"(18,44]"	3	"unknown"	"Male"	"under $25,000"	"Single (no kids)"	"Current K-12"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"Art"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"
5409	"Republican"	"(18,44]"	1	"unknown"	"Male"	"under $25,000"	"Single (no kids)"	"Current Undergraduate"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
5410	"Democrat"	"(18,44]"	17	"No"	"Male"	"$50,000 - $74,999"	"Domestic Partners (no kids)"	"Master's Degree"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Mom"	"No"	"Yes"	"Happy"	"Yes"	"Science"	"Yes"	"Circumstances"	"No"	"Yes"	"dnr"	"Own"	"Yes"
5411	"Democrat"	"(18,44]"	10	"Yes"	"Female"	"$50,000 - $74,999"	"Married (no kids)"	"Bachelor's Degree"	"Yes"	"No"	"No"	"dnr"	"Yes"	"Mom"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"Yes"	"Circumstances"	"dnr"	"dnr"	"PC"	"dnr"	"Yes"
5413	"Democrat"	"(0,18]"	18	"No"	"Female"	"$75,000 - $100,000"	"dnr"	"Current K-12"	"No"	"No"	"No"	"No"	"Yes"	"Mom"	"No"	"Yes"	"Happy"	"Yes"	"Science"	"No"	"Circumstances"	"No"	"Yes"	"Mac"	"Own"	"No"
5414	"Democrat"	"(18,44]"	7	"unknown"	"Female"	"dnr"	"Single (no kids)"	"High School Diploma"	"dnr"	"No"	"Yes"	"dnr"	"Yes"	"Dad"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Me"	"dnr"	"dnr"	"PC"	"Own"	"dnr"
5415	"Democrat"	"(18,44]"	16	"No"	"Male"	"$50,000 - $74,999"	"Married (w/kids)"	"High School Diploma"	"No"	"Yes"	"dnr"	"No"	"Yes"	"Dad"	"Yes"	"No"	"Happy"	"No"	"dnr"	"Yes"	"Me"	"Yes"	"No"	"PC"	"Own"	"No"
5416	"Democrat"	"(64,90]"	1	"unknown"	"Female"	"$50,000 - $74,999"	"Married (no kids)"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"PC"	"dnr"	"dnr"
5417	"Republican"	"(18,44]"	15	"No"	"Female"	"$25,001 - $50,000"	"Single (no kids)"	"Bachelor's Degree"	"No"	"Yes"	"Yes"	"dnr"	"Yes"	"Dad"	"Yes"	"Yes"	"dnr"	"No"	"Science"	"dnr"	"Me"	"Yes"	"Yes"	"Mac"	"Rent"	"Yes"
5418	"Republican"	"(18,44]"	3	"unknown"	"Male"	"under $25,000"	"Single (no kids)"	"Current Undergraduate"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"Science"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"
5419	"Democrat"	"(18,44]"	4	"Yes"	"Male"	"under $25,000"	"Single (no kids)"	"Current Undergraduate"	"dnr"	"No"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"Yes"
5420	"Republican"	"(18,44]"	13	"Yes"	"Male"	"dnr"	"dnr"	"Current K-12"	"Yes"	"Yes"	"No"	"No"	"dnr"	"Dad"	"No"	"No"	"dnr"	"Yes"	"dnr"	"Yes"	"Me"	"No"	"Yes"	"dnr"	"dnr"	"Yes"
5421	"Republican"	"(18,44]"	3	"unknown"	"Male"	"under $25,000"	"Single (no kids)"	"Bachelor's Degree"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"Dad"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
5423	"Democrat"	"(0,18]"	17	"Yes"	"Male"	"$75,000 - $100,000"	"Single (no kids)"	"Current K-12"	"dnr"	"No"	"No"	"No"	"Yes"	"Mom"	"Yes"	"Yes"	"Happy"	"Yes"	"Art"	"Yes"	"Circumstances"	"Yes"	"No"	"Mac"	"Rent"	"No"
5425	"Republican"	"(18,44]"	18	"No"	"Male"	"$100,001 - $150,000"	"Single (no kids)"	"Current K-12"	"No"	"No"	"No"	"No"	"No"	"Dad"	"Yes"	"No"	"Right"	"No"	"Art"	"Yes"	"Me"	"Yes"	"Yes"	"PC"	"Rent"	"No"
5426	"Democrat"	"(18,44]"	15	"No"	"Male"	"$100,001 - $150,000"	"Single (no kids)"	"Master's Degree"	"No"	"dnr"	"No"	"No"	"Yes"	"Dad"	"No"	"No"	"Happy"	"Yes"	"Science"	"No"	"dnr"	"Yes"	"No"	"dnr"	"Rent"	"No"
5428	"Democrat"	"(18,44]"	18	"No"	"Female"	"dnr"	"Single (no kids)"	"Current Undergraduate"	"Yes"	"No"	"No"	"No"	"Yes"	"Dad"	"No"	"No"	"Happy"	"Yes"	"Science"	"No"	"Circumstances"	"Yes"	"Yes"	"Mac"	"Rent"	"Yes"
5429	"Democrat"	"(18,44]"	13	"Yes"	"Male"	"$75,000 - $100,000"	"Married (w/kids)"	"Bachelor's Degree"	"No"	"No"	"No"	"No"	"dnr"	"Mom"	"Yes"	"dnr"	"dnr"	"No"	"dnr"	"Yes"	"Me"	"dnr"	"No"	"PC"	"Own"	"No"
5431	"Democrat"	"(18,44]"	2	"Yes"	"Male"	"dnr"	"Single (no kids)"	"Current K-12"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Circumstances"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
5432	"Democrat"	"(44,64]"	5	"unknown"	"Female"	"$100,001 - $150,000"	"Domestic Partners (w/kids)"	"Bachelor's Degree"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"No"	"Science"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"
5433	"Democrat"	"(18,44]"	1	"unknown"	"Male"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"
5435	"Democrat"	"(18,44]"	6	"unknown"	"Male"	"over $150,000"	"Domestic Partners (w/kids)"	"Doctoral Degree"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"Yes"	"dnr"	"PC"	"dnr"	"Yes"
5436	"Democrat"	"(18,44]"	15	"Yes"	"Female"	"$75,000 - $100,000"	"Domestic Partners (no kids)"	"Bachelor's Degree"	"Yes"	"Yes"	"dnr"	"No"	"Yes"	"Mom"	"Yes"	"Yes"	"dnr"	"No"	"Science"	"Yes"	"Me"	"Yes"	"No"	"Mac"	"dnr"	"No"
5437	"Republican"	"(44,64]"	6	"Yes"	"Male"	"over $150,000"	"Married (w/kids)"	"Doctoral Degree"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"Art"	"dnr"	"Circumstances"	"Yes"	"No"	"dnr"	"dnr"	"dnr"
5440	"Democrat"	"(18,44]"	18	"Yes"	"Male"	"$75,000 - $100,000"	"Single (no kids)"	"Current K-12"	"No"	"No"	"No"	"No"	"Yes"	"Mom"	"No"	"No"	"Happy"	"Yes"	"Science"	"No"	"Me"	"No"	"No"	"PC"	"Own"	"No"
5441	"Republican"	"(18,44]"	4	"unknown"	"Male"	"$50,000 - $74,999"	"Married (no kids)"	"Associate's Degree"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"Art"	"dnr"	"dnr"	"Yes"	"No"	"dnr"	"dnr"	"dnr"
5443	"Republican"	"(18,44]"	11	"unknown"	"Female"	"$25,001 - $50,000"	"Single (no kids)"	"Master's Degree"	"dnr"	"No"	"No"	"dnr"	"Yes"	"Dad"	"Yes"	"Yes"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"No"	"Mac"	"Rent"	"No"
5444	"Democrat"	"(18,44]"	2	"Yes"	"Female"	"dnr"	"Single (no kids)"	"Current K-12"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Circumstances"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
5445	"Democrat"	"(18,44]"	5	"unknown"	"Male"	"dnr"	"Married (no kids)"	"Current Undergraduate"	"dnr"	"dnr"	"No"	"dnr"	"Yes"	"Dad"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Rent"	"dnr"
5446	"Republican"	"(44,64]"	14	"unknown"	"Male"	"dnr"	"Married (w/kids)"	"Bachelor's Degree"	"No"	"dnr"	"Yes"	"dnr"	"Yes"	"dnr"	"Yes"	"No"	"Happy"	"No"	"Science"	"Yes"	"dnr"	"No"	"No"	"PC"	"Own"	"Yes"
5448	"Republican"	"(18,44]"	10	"No"	"Male"	"under $25,000"	"Single (no kids)"	"Current K-12"	"No"	"dnr"	"dnr"	"Yes"	"Yes"	"Dad"	"Yes"	"No"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"Mac"	"Own"	"Yes"
5449	"Republican"	"(18,44]"	5	"unknown"	"Male"	"over $150,000"	"Single (no kids)"	"Current K-12"	"No"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"
5450	"Republican"	"(0,18]"	14	"No"	"Male"	"$50,000 - $74,999"	"Single (no kids)"	"Current K-12"	"No"	"No"	"dnr"	"dnr"	"dnr"	"Dad"	"Yes"	"dnr"	"Right"	"Yes"	"Science"	"Yes"	"Circumstances"	"No"	"Yes"	"PC"	"Rent"	"No"
5451	"Republican"	"(18,44]"	3	"unknown"	"Female"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Mom"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Rent"	"dnr"
5452	"Democrat"	"(44,64]"	18	"No"	"Male"	"dnr"	"Single (no kids)"	"Bachelor's Degree"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"No"	"Happy"	"No"	"Science"	"Yes"	"Circumstances"	"No"	"Yes"	"PC"	"Own"	"Yes"
5453	"Democrat"	"(18,44]"	1	"unknown"	"Female"	"dnr"	"dnr"	"Master's Degree"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Circumstances"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
5455	"Republican"	"(0,18]"	10	"Yes"	"Male"	"dnr"	"dnr"	"Current K-12"	"No"	"Yes"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"Happy"	"No"	"Art"	"dnr"	"Me"	"No"	"Yes"	"PC"	"dnr"	"dnr"
5456	"Republican"	"(18,44]"	5	"Yes"	"Female"	"under $25,000"	"Single (no kids)"	"Associate's Degree"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"Happy"	"dnr"	"dnr"	"dnr"	"Me"	"dnr"	"dnr"	"dnr"	"Rent"	"dnr"
5457	"Republican"	"(18,44]"	18	"No"	"Male"	"$100,001 - $150,000"	"Married (w/kids)"	"Bachelor's Degree"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"No"	"Right"	"Yes"	"Science"	"Yes"	"Circumstances"	"No"	"No"	"PC"	"Rent"	"Yes"
5458	"Republican"	"(18,44]"	1	"Yes"	"Male"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
5459	"Democrat"	"(18,44]"	5	"Yes"	"Female"	"over $150,000"	"Single (no kids)"	"Current Undergraduate"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"Science"	"dnr"	"dnr"	"Yes"	"dnr"	"Mac"	"dnr"	"dnr"
5460	"Democrat"	"(44,64]"	5	"Yes"	"Male"	"under $25,000"	"Domestic Partners (no kids)"	"High School Diploma"	"dnr"	"Yes"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"Happy"	"dnr"	"dnr"	"dnr"	"Circumstances"	"No"	"dnr"	"dnr"	"dnr"	"dnr"
5461	"Democrat"	"(18,44]"	17	"Yes"	"Male"	"under $25,000"	"Single (no kids)"	"Current Undergraduate"	"Yes"	"No"	"Yes"	"Yes"	"Yes"	"dnr"	"Yes"	"No"	"Happy"	"Yes"	"Science"	"No"	"Me"	"No"	"Yes"	"PC"	"Rent"	"No"
5462	"Republican"	"(18,44]"	11	"No"	"Male"	"$50,000 - $74,999"	"Married (w/kids)"	"High School Diploma"	"dnr"	"No"	"dnr"	"No"	"dnr"	"Dad"	"Yes"	"dnr"	"dnr"	"Yes"	"Science"	"No"	"Circumstances"	"No"	"No"	"PC"	"dnr"	"dnr"
5463	"Democrat"	"(18,44]"	18	"No"	"Male"	"$50,000 - $74,999"	"Single (no kids)"	"Current Undergraduate"	"No"	"No"	"No"	"No"	"Yes"	"Dad"	"No"	"No"	"Happy"	"Yes"	"Science"	"No"	"Circumstances"	"No"	"No"	"Mac"	"Rent"	"Yes"
5464	"Democrat"	"(18,44]"	18	"Yes"	"Male"	"under $25,000"	"Single (no kids)"	"Bachelor's Degree"	"Yes"	"No"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"No"	"Right"	"Yes"	"Science"	"Yes"	"Me"	"No"	"No"	"PC"	"Own"	"No"
5465	"Republican"	"(18,44]"	2	"Yes"	"Male"	"$25,001 - $50,000"	"Single (no kids)"	"High School Diploma"	"dnr"	"dnr"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"
5466	"Republican"	"(18,44]"	14	"Yes"	"Female"	"dnr"	"Single (no kids)"	"Current K-12"	"Yes"	"No"	"No"	"No"	"Yes"	"Mom"	"Yes"	"dnr"	"dnr"	"Yes"	"Art"	"dnr"	"Circumstances"	"Yes"	"Yes"	"PC"	"Own"	"dnr"
5467	"Democrat"	"(44,64]"	17	"No"	"Female"	"$100,001 - $150,000"	"Married (w/kids)"	"Bachelor's Degree"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"Dad"	"No"	"Yes"	"Happy"	"No"	"Art"	"Yes"	"Me"	"Yes"	"No"	"dnr"	"Own"	"Yes"
5468	"Democrat"	"(44,64]"	1	"unknown"	"Female"	"$100,001 - $150,000"	"Married (w/kids)"	"Bachelor's Degree"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
5469	"Republican"	"(18,44]"	18	"Yes"	"Male"	"$100,001 - $150,000"	"Married (no kids)"	"Associate's Degree"	"No"	"Yes"	"No"	"No"	"Yes"	"Mom"	"No"	"Yes"	"Right"	"No"	"Science"	"Yes"	"Me"	"Yes"	"No"	"Mac"	"Own"	"No"
5470	"Republican"	"(18,44]"	13	"No"	"Female"	"dnr"	"Single (no kids)"	"Current Undergraduate"	"Yes"	"No"	"dnr"	"dnr"	"dnr"	"Dad"	"No"	"No"	"Happy"	"No"	"Art"	"No"	"Circumstances"	"dnr"	"No"	"dnr"	"Rent"	"No"
5471	"Republican"	"(18,44]"	7	"unknown"	"Female"	"$100,001 - $150,000"	"Domestic Partners (w/kids)"	"High School Diploma"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Dad"	"dnr"	"dnr"	"Right"	"No"	"Art"	"dnr"	"dnr"	"Yes"	"Yes"	"dnr"	"Rent"	"dnr"
5472	"Republican"	"(18,44]"	0	"unknown"	"Female"	"dnr"	"Married (w/kids)"	"Doctoral Degree"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
5474	"Republican"	"(18,44]"	18	"No"	"Female"	"$100,001 - $150,000"	"Single (no kids)"	"Current Undergraduate"	"No"	"No"	"Yes"	"Yes"	"Yes"	"Mom"	"Yes"	"Yes"	"Right"	"No"	"Art"	"No"	"Circumstances"	"No"	"No"	"Mac"	"Own"	"No"
5476	"Republican"	"(18,44]"	0	"unknown"	"Male"	"over $150,000"	"dnr"	"High School Diploma"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
5477	"Republican"	"(18,44]"	3	"unknown"	"Female"	"dnr"	"Married (no kids)"	"Associate's Degree"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"No"	"Art"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"
5478	"Republican"	"(18,44]"	18	"No"	"Male"	"$100,001 - $150,000"	"Married (no kids)"	"Bachelor's Degree"	"No"	"Yes"	"Yes"	"Yes"	"Yes"	"Dad"	"Yes"	"No"	"Happy"	"Yes"	"Science"	"Yes"	"Me"	"Yes"	"Yes"	"PC"	"Rent"	"Yes"
5480	"Republican"	"(18,44]"	1	"unknown"	"Female"	"dnr"	"Single (no kids)"	"Associate's Degree"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Happy"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
5482	"Republican"	"(18,44]"	1	"unknown"	"Female"	"dnr"	"Single (no kids)"	"Bachelor's Degree"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Happy"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
5483	"Republican"	"(18,44]"	18	"No"	"Male"	"$25,001 - $50,000"	"Single (no kids)"	"Current K-12"	"No"	"No"	"No"	"No"	"No"	"Dad"	"No"	"No"	"Right"	"No"	"Science"	"Yes"	"Me"	"No"	"No"	"PC"	"Own"	"No"
5484	"Republican"	"(0,18]"	16	"Yes"	"Female"	"$50,000 - $74,999"	"Single (no kids)"	"Current K-12"	"Yes"	"No"	"dnr"	"No"	"Yes"	"dnr"	"Yes"	"Yes"	"Happy"	"Yes"	"Art"	"Yes"	"Circumstances"	"No"	"Yes"	"PC"	"Rent"	"No"
5485	"Democrat"	"(44,64]"	3	"unknown"	"Female"	"dnr"	"Married (w/kids)"	"Master's Degree"	"dnr"	"dnr"	"Yes"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"dnr"
5486	"Democrat"	"(18,44]"	11	"Yes"	"Male"	"under $25,000"	"Single (no kids)"	"Current Undergraduate"	"Yes"	"dnr"	"No"	"No"	"Yes"	"Dad"	"Yes"	"No"	"dnr"	"dnr"	"dnr"	"Yes"	"dnr"	"dnr"	"dnr"	"PC"	"Own"	"No"
5487	"Democrat"	"(44,64]"	1	"Yes"	"Female"	"over $150,000"	"Married (w/kids)"	"Master's Degree"	"dnr"	"No"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"	"dnr"
5489	"Republican"	"(18,44]"	17	"No"	"Male"	"dnr"	"dnr"	"dnr"	"No"	"Yes"	"No"	"No"	"No"	"dnr"	"Yes"	"Yes"	"Right"	"No"	"Science"	"Yes"	"Circumstances"	"Yes"	"No"	"PC"	"Own"	"No"
